id,luoghi
http://www.wikidata.org/entity/Q1460271,Galleria Borghese
http://www.wikidata.org/entity/Q1751408,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q1761496,Palazzo degli Uffizi; chiesa di Sant'Ambrogio
http://www.wikidata.org/entity/Q1762826,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q1863885,
http://www.wikidata.org/entity/Q1899740,Basilica di Santa Maria Gloriosa dei Frari
http://www.wikidata.org/entity/Q2011510,Sala 90 di Caravaggio
http://www.wikidata.org/entity/Q2016193,Sala A4 Giotto — Cimabue
http://www.wikidata.org/entity/Q2030685,Pinacoteca di Brera
http://www.wikidata.org/entity/Q2035209,Galleria Palatina
http://www.wikidata.org/entity/Q2045726,Gabinetto dei disegni e delle stampe
http://www.wikidata.org/entity/Q2066739,Italia; basilica di San Zeno
http://www.wikidata.org/entity/Q2092566,Galleria Sabauda
http://www.wikidata.org/entity/Q2097931,Pinacoteca di Brera
http://www.wikidata.org/entity/Q2247307,Italia; Sansepolcro; Museo civico
http://www.wikidata.org/entity/Q2264942,deposito del museo
http://www.wikidata.org/entity/Q2267509,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2268013,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q2269291,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2269585,Museo Poldi Pezzoli
http://www.wikidata.org/entity/Q2270291,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q2273517,cappella Cerasi
http://www.wikidata.org/entity/Q2275353,chiesa di Santa Maria Immacolata a via Veneto
http://www.wikidata.org/entity/Q2275371,Museo civico Ala Ponzone
http://www.wikidata.org/entity/Q2277635,Museo regionale di Messina
http://www.wikidata.org/entity/Q2284829,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2293905,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2293936,
http://www.wikidata.org/entity/Q2325834,palazzo Bianco
http://www.wikidata.org/entity/Q2327715,Museo regionale di Messina
http://www.wikidata.org/entity/Q2337873,cappella Contarelli
http://www.wikidata.org/entity/Q2338404,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q2338417,chiesa di San Luigi dei Francesi
http://www.wikidata.org/entity/Q2343939,Accademia Carrara
http://www.wikidata.org/entity/Q2405771,Galleria Palatina
http://www.wikidata.org/entity/Q2426058,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2448678,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q2459887,Gemäldegalerie Alte Meister
http://www.wikidata.org/entity/Q2470123,Palazzo Barberini
http://www.wikidata.org/entity/Q2472983,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q2515309,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2551625,
http://www.wikidata.org/entity/Q2610729,Galleria Palatina
http://www.wikidata.org/entity/Q2610936,Galleria Borghese
http://www.wikidata.org/entity/Q2626595,Pio Monte della Misericordia
http://www.wikidata.org/entity/Q2627056,Galleria Borghese
http://www.wikidata.org/entity/Q2629715,Galleria Borghese
http://www.wikidata.org/entity/Q2635552,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q2665840,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q2713203,basilica di Sant'Agostino in Campo Marzio
http://www.wikidata.org/entity/Q2713823,Sala di Saturno
http://www.wikidata.org/entity/Q2714237,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2715177,Galleria Borghese
http://www.wikidata.org/entity/Q2715302,Galleria Borghese
http://www.wikidata.org/entity/Q2717478,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2732274,Galleria Doria Pamphilj
http://www.wikidata.org/entity/Q2734111,Firenze
http://www.wikidata.org/entity/Q2866382,basilica superiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q2872721,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q2920183,chiesa di San Salvador
http://www.wikidata.org/entity/Q2929922,basilica superiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q3044873,basilica superiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q3185885,basilica superiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q3201479,Spedale degli Innocenti
http://www.wikidata.org/entity/Q3207247,Museo del Novecento
http://www.wikidata.org/entity/Q3207678,Galleria Palatina
http://www.wikidata.org/entity/Q3207989,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3210267,chiesa di Santa Felicita; Galleria dell'Accademia
http://www.wikidata.org/entity/Q3213773,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3213778,Ospedale di Santa Maria Nuova; Galleria dell'Accademia
http://www.wikidata.org/entity/Q3213801,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3220282,chiesa di Santa Corona
http://www.wikidata.org/entity/Q3223625,Musei capitolini
http://www.wikidata.org/entity/Q3276171,Museo diocesano di Santo Stefano al Ponte
http://www.wikidata.org/entity/Q3276168,Pieve di San Lorenzo
http://www.wikidata.org/entity/Q3276180,basilica superiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q3399438,Accademia Carrara
http://www.wikidata.org/entity/Q3463871,Tribuna degli Uffizi
http://www.wikidata.org/entity/Q3464027,basilica superiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q3471589,basilica superiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q3472935,Museo Horne
http://www.wikidata.org/entity/Q3495790,Galleria Doria Pamphilj
http://www.wikidata.org/entity/Q3605530,collegiata dei Santi Nazaro e Celso
http://www.wikidata.org/entity/Q3605532,
http://www.wikidata.org/entity/Q3605568,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3618188,Galleria Palatina
http://www.wikidata.org/entity/Q3620766,chiesa di Santa Maria Maddalena
http://www.wikidata.org/entity/Q3620765,Palazzo Pozzobonelli-Isimbardi
http://www.wikidata.org/entity/Q3623738,Galleria Borghese
http://www.wikidata.org/entity/Q3625842,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3627401,chiostrino dei Voti
http://www.wikidata.org/entity/Q3630726,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3636748,Musei capitolini
http://www.wikidata.org/entity/Q3639064,Palazzo della Prefettura
http://www.wikidata.org/entity/Q3642142,basilica di San Giovanni in Laterano
http://www.wikidata.org/entity/Q3650885,National Gallery
http://www.wikidata.org/entity/Q3685501,Museo diocesano di Cortona
http://www.wikidata.org/entity/Q3686814,"Pitture fiaminghe e tedesche, sala 22"
http://www.wikidata.org/entity/Q3697588,Pinacoteca di Brera
http://www.wikidata.org/entity/Q3697602,duomo di Livorno
http://www.wikidata.org/entity/Q3697640,Museo del Cenacolo di Sant'Apollonia; Museo del Cenacolo di Sant'Apollonia
http://www.wikidata.org/entity/Q3698182,Pinacoteca di Brera
http://www.wikidata.org/entity/Q3698204,chiesa di San Giovanni a Carbonara
http://www.wikidata.org/entity/Q3704794,Galleria Sabauda
http://www.wikidata.org/entity/Q3706331,chiostrino dei Voti
http://www.wikidata.org/entity/Q3709306,National Gallery of Canada
http://www.wikidata.org/entity/Q3711898,A3 Pittura del Duecento
http://www.wikidata.org/entity/Q3714445,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3725199,National Gallery of Art
http://www.wikidata.org/entity/Q3725832,Palazzo degli Uffizi; Galleria delle pitture e delle statue degli Uffizi
http://www.wikidata.org/entity/Q3731103,Palazzo dei Diamanti
http://www.wikidata.org/entity/Q3732905,Museo dell'Opera del Duomo
http://www.wikidata.org/entity/Q3740793,"Pollaiolo, Sala A10"
http://www.wikidata.org/entity/Q3743879,Museo del Prado; Palazzo reale di Madrid
http://www.wikidata.org/entity/Q3747239,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q3752350,Villa I Tatti
http://www.wikidata.org/entity/Q3752977,Casa Giorgione
http://www.wikidata.org/entity/Q3766168,Galleria nazionale di Parma
http://www.wikidata.org/entity/Q3769202,Camposanto monumentale
http://www.wikidata.org/entity/Q3771679,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3771746,Galleria Giorgio Franchetti alla Ca' d'Oro
http://www.wikidata.org/entity/Q3771749,Palazzo degli Uffizi; Galleria delle pitture e delle statue degli Uffizi
http://www.wikidata.org/entity/Q3775535,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3778382,Pala di San Marco; Museo nazionale di San Matteo; basilica di San Marco; Museo di San Marco
http://www.wikidata.org/entity/Q3784247,Sala di Venere
http://www.wikidata.org/entity/Q3784272,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3797482,Valdagno
http://www.wikidata.org/entity/Q3817178,
http://www.wikidata.org/entity/Q3821139,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q3821405,Museo del Risorgimento
http://www.wikidata.org/entity/Q3823990,Ca' Pesaro
http://www.wikidata.org/entity/Q3831651,chiostrino dei Voti
http://www.wikidata.org/entity/Q3834971,Castello di Alnwick; Castello Estense; Palazzo Cini
http://www.wikidata.org/entity/Q3842412,Accademia Carrara
http://www.wikidata.org/entity/Q3842413,Accademia Carrara
http://www.wikidata.org/entity/Q3842424,Venezia
http://www.wikidata.org/entity/Q3842438,Palazzo Cini
http://www.wikidata.org/entity/Q3842439,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3842472,Fondazione Magnani-Rocca
http://www.wikidata.org/entity/Q3842484,Pinacoteca Malaspina
http://www.wikidata.org/entity/Q3842522,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3842521,Galleria Palatina
http://www.wikidata.org/entity/Q3842530,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3842533,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q3842543,A3 Pittura del Duecento
http://www.wikidata.org/entity/Q3842575,Palazzo Rosso
http://www.wikidata.org/entity/Q3842577,Palazzo Corsini al Parione
http://www.wikidata.org/entity/Q7232305,Sala di Venere
http://www.wikidata.org/entity/Q7401416,Pinacoteca di Brera
http://www.wikidata.org/entity/Q7401482,
http://www.wikidata.org/entity/Q7720644,Musei capitolini
http://www.wikidata.org/entity/Q7750471,chiesa di Santa Maria Assunta detta I Gesuiti
http://www.wikidata.org/entity/Q7885787,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q7920573,Galleria Borghese
http://www.wikidata.org/entity/Q9387722,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q11694943,Sala delle Quattro Porte
http://www.wikidata.org/entity/Q11753618,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q11769022,Scuola Grande di San Rocco
http://www.wikidata.org/entity/Q12172990,Accademia Carrara
http://www.wikidata.org/entity/Q15008032,National Gallery of Art
http://www.wikidata.org/entity/Q15157527,basilica di San Clemente al Laterano
http://www.wikidata.org/entity/Q15974347,Pinacoteca di Brera
http://www.wikidata.org/entity/Q15982437,Museo Poldi Pezzoli
http://www.wikidata.org/entity/Q16167039,chiesa di San Giovanni Evangelista
http://www.wikidata.org/entity/Q16467999,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q16536592,Galleria nazionale di Parma
http://www.wikidata.org/entity/Q16543332,Museo di Castelvecchio
http://www.wikidata.org/entity/Q16549203,cattedrale di San Lorenzo
http://www.wikidata.org/entity/Q16564738,Quadreria dei Girolamini
http://www.wikidata.org/entity/Q16573223,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q16574865,Pinacoteca nazionale di Siena
http://www.wikidata.org/entity/Q16585848,Museo di Castelvecchio
http://www.wikidata.org/entity/Q16585871,
http://www.wikidata.org/entity/Q16596967,Galleria d'arte moderna di Milano
http://www.wikidata.org/entity/Q16608187,Palazzo Chigi-Saracini
http://www.wikidata.org/entity/Q16620779,Museo di Castelvecchio
http://www.wikidata.org/entity/Q16621939,Accademia Carrara
http://www.wikidata.org/entity/Q17638342,Galleria nazionale di Parma
http://www.wikidata.org/entity/Q17652075,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q18226128,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q18385026,"Museo civico ""Giovanni Fattori"""
http://www.wikidata.org/entity/Q18578019,Museo civico Ala Ponzone
http://www.wikidata.org/entity/Q18688370,Musei capitolini
http://www.wikidata.org/entity/Q19060568,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q19060621,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q19361572,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q19390001,Corridoio Vasariano
http://www.wikidata.org/entity/Q19516146,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q19660300,Accademia Carrara
http://www.wikidata.org/entity/Q19681559,
http://www.wikidata.org/entity/Q19681664,Pinacoteca di Brera
http://www.wikidata.org/entity/Q19686409,Palazzo Cini
http://www.wikidata.org/entity/Q19686414,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q19882485,Palazzo Barberini
http://www.wikidata.org/entity/Q19947640,Accademia Carrara
http://www.wikidata.org/entity/Q19966565,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q19966606,Collezione d'arte del Banco di Brescia
http://www.wikidata.org/entity/Q19966608,Galleria nazionale di Parma
http://www.wikidata.org/entity/Q20092785,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q20744065,Museo civico di Casale Monferrato
http://www.wikidata.org/entity/Q20744144,Museo civico di Casale Monferrato
http://www.wikidata.org/entity/Q20744173,Museo civico di Casale Monferrato
http://www.wikidata.org/entity/Q20991673,Padiglione Centrale dell'Ospedale di Busto Arsizio
http://www.wikidata.org/entity/Q21121896,Galleria nazionale di Parma
http://www.wikidata.org/entity/Q21192549,catacombe di Commodilla
http://www.wikidata.org/entity/Q21666329,Museo civico di Rieti
http://www.wikidata.org/entity/Q22917444,basilica di San Giovanni Battista
http://www.wikidata.org/entity/Q22931136,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q22949398,battistero San Filippo Neri
http://www.wikidata.org/entity/Q22949778,chiesa di San Gregorio Magno in Camposanto
http://www.wikidata.org/entity/Q22949827,battistero San Filippo Neri
http://www.wikidata.org/entity/Q22958240,basilica di San Giovanni Battista
http://www.wikidata.org/entity/Q23006207,Museo di arte sacra di San Michele Arcangelo
http://www.wikidata.org/entity/Q23305501,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q24050695,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24090610,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24090614,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24091047,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24091066,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24091089,Quadronno; Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24091112,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24325684,Galleria Palatina
http://www.wikidata.org/entity/Q24933808,chiostri del monastero dei Santi Severino e Sossio
http://www.wikidata.org/entity/Q24938224,
http://www.wikidata.org/entity/Q24939660,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24939839,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24939843,Palazzo Te
http://www.wikidata.org/entity/Q24939884,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q24940870,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q25388274,Siena
http://www.wikidata.org/entity/Q25410292,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q25410567,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q25444052,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q26256901,
http://www.wikidata.org/entity/Q26488380,basilica di San Giovanni Battista
http://www.wikidata.org/entity/Q27504416,chiesa di Sant'Alessandro
http://www.wikidata.org/entity/Q27507068,
http://www.wikidata.org/entity/Q27650796,Galleria civica d'arte moderna e contemporanea di Torino
http://www.wikidata.org/entity/Q27664456,Camerino
http://www.wikidata.org/entity/Q27827425,Ariccia
http://www.wikidata.org/entity/Q27830737,Ariccia
http://www.wikidata.org/entity/Q27948860,Pinacoteca di Brera
http://www.wikidata.org/entity/Q27955751,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q28093447,Galleria dell'Eneide; Houston Museum of Fine Arts
http://www.wikidata.org/entity/Q28113318,Galleria nazionale d'arte antica
http://www.wikidata.org/entity/Q28113316,Galleria nazionale d'arte antica
http://www.wikidata.org/entity/Q28147005,
http://www.wikidata.org/entity/Q28229077,Galleria Regionale
http://www.wikidata.org/entity/Q28466203,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q28547106,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q28668222,basilica di Santa Maria del Colle
http://www.wikidata.org/entity/Q28668544,Galleria Palatina
http://www.wikidata.org/entity/Q28798137,Palazzo Rosso
http://www.wikidata.org/entity/Q28803486,Palazzo Rosso
http://www.wikidata.org/entity/Q28803484,Palazzo Rosso
http://www.wikidata.org/entity/Q28803514,Musei di Strada Nuova
http://www.wikidata.org/entity/Q28803759,Musei di Strada Nuova
http://www.wikidata.org/entity/Q28803789,Palazzo Rosso
http://www.wikidata.org/entity/Q28809144,Musei di Strada Nuova; Palazzo Rosso
http://www.wikidata.org/entity/Q28860726,Museo di Saludecio e del beato Amato
http://www.wikidata.org/entity/Q28952741,Palazzo Moroni
http://www.wikidata.org/entity/Q29015025,Italia
http://www.wikidata.org/entity/Q29114098,Museo Correr
http://www.wikidata.org/entity/Q29654663,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q29997042,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q30031052,palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q30032029,Palazzo Gilardoni
http://www.wikidata.org/entity/Q30135606,Pinacoteca di Brera
http://www.wikidata.org/entity/Q30605361,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q30880011,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q30880062,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q30880678,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q30880889,Accademia Carrara
http://www.wikidata.org/entity/Q30887689,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q30887699,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q30887987,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q31559452,
http://www.wikidata.org/entity/Q32904769,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q34215143,Padiglione Centrale dell'Ospedale di Busto Arsizio
http://www.wikidata.org/entity/Q37027223,Galleria Estense
http://www.wikidata.org/entity/Q40669017,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q40691169,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q40695411,Italia
http://www.wikidata.org/entity/Q42189297,Museo Bardini
http://www.wikidata.org/entity/Q45361473,Museo di San Marco
http://www.wikidata.org/entity/Q45381203,Pinacoteca nazionale di Siena
http://www.wikidata.org/entity/Q46833514,Accademia Carrara
http://www.wikidata.org/entity/Q46998093,Museo del Novecento
http://www.wikidata.org/entity/Q48388241,Pinacoteca capitolina
http://www.wikidata.org/entity/Q48808515,Museo Correr
http://www.wikidata.org/entity/Q48814933,
http://www.wikidata.org/entity/Q48917755,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q48927682,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167284,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167493,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167697,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167869,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50378007,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50378015,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50384906,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50399525,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50422860,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50474718,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50752920,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50840293,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50846578,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50880887,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q50884435,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50894841,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50939921,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q51212996,Milano
http://www.wikidata.org/entity/Q51726313,Galleria internazionale d'arte moderna
http://www.wikidata.org/entity/Q51918916,Palazzo Municipale
http://www.wikidata.org/entity/Q52084102,Corridoio Vasariano
http://www.wikidata.org/entity/Q52155208,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q52155641,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q52157937,Corridoio Vasariano
http://www.wikidata.org/entity/Q52217967,"Museo civico ""Giovanni Fattori"""
http://www.wikidata.org/entity/Q52329690,deposito del museo
http://www.wikidata.org/entity/Q52735921,Livorno
http://www.wikidata.org/entity/Q53560123,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q53940665,chiesa di Santo Spirito
http://www.wikidata.org/entity/Q54086391,Galleria Palatina; Sala di Ulisse
http://www.wikidata.org/entity/Q54625897,chiesa di San Luigi Gonzaga
http://www.wikidata.org/entity/Q54811281,Accademia Carrara
http://www.wikidata.org/entity/Q55177712,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q55814015,
http://www.wikidata.org/entity/Q56043344,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q56062483,Pinacoteca metropolitana di Bari
http://www.wikidata.org/entity/Q56149824,Museo d'arte moderna e contemporanea di Trento e Rovereto
http://www.wikidata.org/entity/Q56258104,
http://www.wikidata.org/entity/Q56258413,
http://www.wikidata.org/entity/Q56318135,Teatro Sociale
http://www.wikidata.org/entity/Q56323639,Palazzo Madama
http://www.wikidata.org/entity/Q56323645,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q56323673,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q56417895,
http://www.wikidata.org/entity/Q56417994,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q56538353,Accademia Carrara
http://www.wikidata.org/entity/Q56599032,
http://www.wikidata.org/entity/Q56776954,chiesa di San Pietro
http://www.wikidata.org/entity/Q57530584,Galleria Borghese
http://www.wikidata.org/entity/Q57623718,Museo di Castelvecchio
http://www.wikidata.org/entity/Q58177339,chiesa di San Martino
http://www.wikidata.org/entity/Q58178579,chiesa di San Martino
http://www.wikidata.org/entity/Q58181750,chiesa di San Giuseppe
http://www.wikidata.org/entity/Q58184717,ospedale di Circolo di Busto Arsizio
http://www.wikidata.org/entity/Q3842594,
http://www.wikidata.org/entity/Q3842673,Pinacoteca civica Tacchi-Venturi
http://www.wikidata.org/entity/Q3842700,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3842706,chiesa di San Francesco ad Alto; Pinacoteca civica Francesco Podesti
http://www.wikidata.org/entity/Q3842713,Museo parrocchiale di Corridonia
http://www.wikidata.org/entity/Q3842725,Museo diocesano (Ascoli Piceno)
http://www.wikidata.org/entity/Q3862624,chiesa di San Fermo
http://www.wikidata.org/entity/Q3863247,chiostrino dei Voti
http://www.wikidata.org/entity/Q3873244,Museo Civico Archeologico e d'Arte Sacra Palazzo Corboli
http://www.wikidata.org/entity/Q3877894,
http://www.wikidata.org/entity/Q3879242,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q3884948,Scuola di San Giorgio degli Schiavoni
http://www.wikidata.org/entity/Q3885620,Accademia Carrara
http://www.wikidata.org/entity/Q3889195,Galleria Sabauda
http://www.wikidata.org/entity/Q3889203,chiesa di San Francesco ad Alto; Pinacoteca civica Francesco Podesti
http://www.wikidata.org/entity/Q3889211,Pinacoteca di Brera
http://www.wikidata.org/entity/Q3889220,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q3889229,Palazzo Bosdari
http://www.wikidata.org/entity/Q3889247,musei civici di Pesaro
http://www.wikidata.org/entity/Q3889254,Palazzo degli Uffizi; chiesa di San Barnaba
http://www.wikidata.org/entity/Q3889255,Palazzo Pianetti
http://www.wikidata.org/entity/Q3889253,Pinacoteca di Brera
