id,licenze_rivista
http://www.wikidata.org/entity/Q58773251,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773249,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773254,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773253,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773258,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773260,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773261,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773267,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58773264,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58826209,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953729,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953763,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953796,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953832,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953868,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953902,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953937,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58953970,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58954003,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58954040,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58954077,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58954115,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58954151,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58954188,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q58954224,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096078,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096076,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096077,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096082,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096080,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096081,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096086,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096084,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096085,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096090,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096088,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096089,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096094,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096092,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59096093,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137259,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137262,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137260,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137261,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137266,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137267,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137264,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137270,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137268,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59137272,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154963,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154966,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154967,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154964,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154965,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154971,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154968,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154969,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154974,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154975,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154972,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59154976,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59208094,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59208095,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59208093,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59208098,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59208096,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59208097,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259739,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259742,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259743,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259740,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259741,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259746,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259747,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259744,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259745,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259748,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59259749,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265383,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265386,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265384,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265385,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265390,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265391,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265388,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265394,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265395,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265392,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265396,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59265397,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281535,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281538,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281539,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281536,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281537,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281542,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281543,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281540,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59281541,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q59388175,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388178,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388179,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388176,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388177,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388182,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388183,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388180,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388181,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388184,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q59388185,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q60713534,Creative Commons Attribution
http://www.wikidata.org/entity/Q60907273,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907285,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907291,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907308,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907317,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907331,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907344,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907356,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907372,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907379,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907392,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907408,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907417,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907422,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q60907435,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q61056650,Creative Commons Attribution
http://www.wikidata.org/entity/Q61057042,Creative Commons Attribution
http://www.wikidata.org/entity/Q61776076,Creative Commons Attribution
http://www.wikidata.org/entity/Q61776080,Creative Commons Attribution
http://www.wikidata.org/entity/Q61776462,Creative Commons Attribution
http://www.wikidata.org/entity/Q61776467,Creative Commons Attribution
http://www.wikidata.org/entity/Q61776464,Creative Commons Attribution
http://www.wikidata.org/entity/Q61776468,Creative Commons Attribution
http://www.wikidata.org/entity/Q61776469,Creative Commons Attribution
http://www.wikidata.org/entity/Q62579849,Creative Commons Attribution
http://www.wikidata.org/entity/Q64712103,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712106,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712107,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712105,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712110,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712109,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712112,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712113,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712116,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712134,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712144,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712156,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712171,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712184,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q64712198,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q65594178,
http://www.wikidata.org/entity/Q69559758,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q69646153,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q69776340,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q69776400,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q69776436,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q69776444,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q69776453,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q70982360,
http://www.wikidata.org/entity/Q73492838,
http://www.wikidata.org/entity/Q74825992,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q77304139,
http://www.wikidata.org/entity/Q78577731,Creative Commons Attribution
http://www.wikidata.org/entity/Q82514580,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82514642,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82514941,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82514978,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515058,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515159,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515164,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515170,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515168,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515174,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515177,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515180,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q82515186,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q83365686,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q83612194,
http://www.wikidata.org/entity/Q92592463,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92592494,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92592577,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92592656,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92592734,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92592817,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92592907,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92593011,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92593112,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q92593206,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q95997038,
http://www.wikidata.org/entity/Q95997039,
http://www.wikidata.org/entity/Q95997044,
http://www.wikidata.org/entity/Q95997054,
http://www.wikidata.org/entity/Q95997062,
http://www.wikidata.org/entity/Q95997060,
http://www.wikidata.org/entity/Q95997061,
http://www.wikidata.org/entity/Q95997066,
http://www.wikidata.org/entity/Q95997067,
http://www.wikidata.org/entity/Q95997073,
http://www.wikidata.org/entity/Q95997079,
http://www.wikidata.org/entity/Q95997076,
http://www.wikidata.org/entity/Q95997077,
http://www.wikidata.org/entity/Q95997082,
http://www.wikidata.org/entity/Q95997081,
http://www.wikidata.org/entity/Q95997084,
http://www.wikidata.org/entity/Q95997102,
http://www.wikidata.org/entity/Q95997103,
http://www.wikidata.org/entity/Q95997101,
http://www.wikidata.org/entity/Q96623074,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623075,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623078,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623079,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623076,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623082,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623083,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623081,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623086,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623087,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623085,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623090,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623091,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623089,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q96623093,Creative Commons Attribution-NonCommercial-NoDerivatives
http://www.wikidata.org/entity/Q99573989,Creative Commons Attribution
http://www.wikidata.org/entity/Q99639341,Creative Commons Attribution
http://www.wikidata.org/entity/Q99653413,Creative Commons Attribution
http://www.wikidata.org/entity/Q99654817,Creative Commons Attribution
http://www.wikidata.org/entity/Q99661235,Creative Commons Attribution
http://www.wikidata.org/entity/Q99860432,
http://www.wikidata.org/entity/Q99860449,
http://www.wikidata.org/entity/Q99860482,
http://www.wikidata.org/entity/Q99860480,
http://www.wikidata.org/entity/Q99860487,
http://www.wikidata.org/entity/Q100741569,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q101086004,
http://www.wikidata.org/entity/Q101996668,Creative Commons Attribution
http://www.wikidata.org/entity/Q102115630,Creative Commons Attribution
http://www.wikidata.org/entity/Q102116015,Creative Commons Attribution
http://www.wikidata.org/entity/Q102391509,Creative Commons Attribution
http://www.wikidata.org/entity/Q102391845,Creative Commons Attribution
http://www.wikidata.org/entity/Q102392002,Creative Commons Attribution
http://www.wikidata.org/entity/Q102392285,Creative Commons Attribution
http://www.wikidata.org/entity/Q102392363,Creative Commons Attribution
http://www.wikidata.org/entity/Q102392806,Creative Commons Attribution
http://www.wikidata.org/entity/Q102392889,Creative Commons Attribution
http://www.wikidata.org/entity/Q102393180,Creative Commons Attribution
http://www.wikidata.org/entity/Q102393258,Creative Commons Attribution
http://www.wikidata.org/entity/Q102393556,Creative Commons Attribution
http://www.wikidata.org/entity/Q102393664,Creative Commons Attribution
http://www.wikidata.org/entity/Q102393759,Creative Commons Attribution
http://www.wikidata.org/entity/Q102393947,Creative Commons Attribution
http://www.wikidata.org/entity/Q102393996,Creative Commons Attribution
http://www.wikidata.org/entity/Q102503100,Creative Commons Attribution-ShareAlike; Creative Commons Attribution-NonCommercial-NoDerivatives; Creative Commons Attribution-ShareAlike 4.0 International
http://www.wikidata.org/entity/Q102802821,Creative Commons Attribution
http://www.wikidata.org/entity/Q102805155,Creative Commons Attribution
